# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-C" "-O" "-t" "gene" "-g" "locus_tag" "-a" "reference/S_aureus.gff" "-o" "counts/count.txt" "IGV/SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam" "IGV/SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	IGV/SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_RNA-Seq_sorted.bam	IGV/SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_RNA-Seq_sorted.bam
SAOUHSC_01044	NC_007795.1	1013461	1013736	+	276	0	0	0	0	0	0	0
SAOUHSC_01045	NC_007795.1	1013880	1014419	+	540	0	0	14	0	0	0	1
SAOUHSC_01046	NC_007795.1	1014432	1015526	+	1095	13	1	22	6	12	8	12
SAOUHSC_01047	NC_007795.1	1015519	1016316	+	798	2	0	12	2	5	0	5
SAOUHSC_01048	NC_007795.1	1016322	1017131	+	810	5	2	11	7	0	5	0
SAOUHSC_01049	NC_007795.1	1017131	1018204	+	1074	133	10	64	69	46	38	71
SAOUHSC_01050	NC_007795.1	1018278	1019297	+	1020	1922	740	1747	788	1392	656	1436
SAOUHSC_01051	NC_007795.1	1019580	1019999	+	420	49	1	9	11	19	12	6
SAOUHSC_01053	NC_007795.1	1020081	1021433	-	1353	968	90	252	318	555	764	688
SAOUHSC_01054	NC_007795.1	1021617	1022231	-	615	58	16	22	8	26	15	44
SAOUHSC_01055	NC_007795.1	1022388	1023215	+	828	839	134	221	566	583	233	658
SAOUHSC_01055a	NC_007795.1	1023369	1023560	-	192	22	26	27	18	20	26	14
SAOUHSC_01058	NC_007795.1	1023662	1025509	+	1848	131	24	37	46	84	14	246
SAOUHSC_01060	NC_007795.1	1025649	1025816	-	168	23	1	8	4	10	10	14
SAOUHSC_01061	NC_007795.1	1025818	1026300	-	483	57	8	20	16	15	7	50
SAOUHSC_01062	NC_007795.1	1026441	1026716	+	276	42	6	20	2	34	58	36
SAOUHSC_01063	NC_007795.1	1027030	1028256	+	1227	58	38	160	66	168	75	262
SAOUHSC_01064	NC_007795.1	1028810	1032262	+	3453	1694	178	701	669	1021	843	3122
SAOUHSC_01065	NC_007795.1	1032402	1033472	-	1071	408	89	100	174	262	188	618
SAOUHSC_01066	NC_007795.1	1033753	1034664	+	912	402	76	123	156	326	140	721
SAOUHSC_01067	NC_007795.1	1034689	1035150	+	462	10	9	48	12	22	7	15
SAOUHSC_01068	NC_007795.1	1035362	1035565	+	204	12	11	20	15	10	10	13
SAOUHSC_01069	NC_007795.1	1035477	1036514	+	1038	182	24	134	33	76	84	142
SAOUHSC_01070	NC_007795.1	1036530	1036964	+	435	64	16	42	19	26	6	66
SAOUHSC_01071	NC_007795.1	1037027	1037953	-	927	44	4	14	30	26	20	111
SAOUHSC_01072	NC_007795.1	1038192	1038446	+	255	0	0	0	0	1	6	0
SAOUHSC_01073	NC_007795.1	1038449	1038838	-	390	5	0	6	0	20	17	1
SAOUHSC_01074	NC_007795.1	1038980	1039450	+	471	11	16	84	6	27	44	32
SAOUHSC_01075	NC_007795.1	1039452	1039934	+	483	16	4	12	3	13	16	18
SAOUHSC_01076	NC_007795.1	1039996	1041135	-	1140	75	30	13	5	6	30	26
SAOUHSC_01077	NC_007795.1	1041262	1041819	+	558	112	18	44	76	58	40	291
SAOUHSC_01079	NC_007795.1	1042227	1044164	-	1938	2	3	1	4	5	1	8
SAOUHSC_01081	NC_007795.1	1044368	1045420	-	1053	0	0	1	0	0	0	3
SAOUHSC_01082	NC_007795.1	1045629	1046312	+	684	0	0	0	0	0	0	6
SAOUHSC_01084	NC_007795.1	1046312	1047388	+	1077	10	0	0	0	0	0	8
SAOUHSC_01085	NC_007795.1	1047415	1048263	+	849	0	4	9	0	1	2	7
SAOUHSC_01086	NC_007795.1	1048276	1049052	+	777	2	0	14	0	0	0	1
SAOUHSC_01087	NC_007795.1	1048947	1049240	+	294	0	0	0	0	0	4	0
SAOUHSC_01088	NC_007795.1	1049302	1050036	+	735	0	1	3	1	1	3	0
SAOUHSC_01089	NC_007795.1	1050055	1050378	+	324	0	1	0	6	0	0	0
SAOUHSC_01090	NC_007795.1	1050415	1050522	+	108	0	1	0	0	0	0	0
SAOUHSC_01091	NC_007795.1	1050762	1051502	+	741	18	6	19	7	2	23	4
SAOUHSC_01092	NC_007795.1	1051883	1052941	+	1059	3	0	13	1	3	6	2
SAOUHSC_01093	NC_007795.1	1052941	1055343	+	2403	192	30	148	172	79	58	412
SAOUHSC_01095	NC_007795.1	1055514	1056452	-	939	18	0	13	6	10	0	22
SAOUHSC_01096	NC_007795.1	1056822	1057082	+	261	14	1	4	0	2	0	20
SAOUHSC_01097	NC_007795.1	1057090	1057611	+	522	12	28	64	6	25	22	30
SAOUHSC_01098	NC_007795.1	1057684	1059396	+	1713	387	68	210	169	117	181	273
SAOUHSC_01099	NC_007795.1	1059406	1061754	+	2349	467	103	237	370	243	177	517
SAOUHSC_01100	NC_007795.1	1061927	1062241	+	315	436	28	75	58	60	46	232
SAOUHSC_01101	NC_007795.1	1062304	1062399	-	96	31	0	0	1	2	1	5
SAOUHSC_01102	NC_007795.1	1062565	1064346	+	1782	231	49	142	61	108	58	233
SAOUHSC_01103	NC_007795.1	1064670	1065284	+	615	160	28	273	58	206	139	358
SAOUHSC_01104	NC_007795.1	1065336	1067102	+	1767	32788	6457	8021	18284	25523	10203	21907
SAOUHSC_01105	NC_007795.1	1067102	1067917	+	816	12376	1402	2038	3094	4986	3382	9403
SAOUHSC_01106	NC_007795.1	1068153	1068953	+	801	612	54	344	130	312	169	1036
SAOUHSC_01107	NC_007795.1	1068965	1069552	+	588	311	50	674	54	187	153	461
SAOUHSC_01108	NC_007795.1	1069545	1070048	+	504	159	36	174	23	112	86	168
SAOUHSC_01109	NC_007795.1	1070176	1070343	+	168	0	0	0	0	0	0	0
SAOUHSC_01110	NC_007795.1	1070537	1070866	+	330	4	2	118	6	0	2	110
SAOUHSC_01111	NC_007795.1	1071183	1071275	-	93	6	0	0	0	0	0	0
SAOUHSC_01112	NC_007795.1	1071235	1071636	-	402	6	2	0	0	1	2	1
SAOUHSC_01113	NC_007795.1	1072308	1072814	+	507	6	14	2	0	2	0	10
SAOUHSC_01114	NC_007795.1	1073073	1073570	+	498	7	0	0	0	0	8	4
SAOUHSC_01115	NC_007795.1	1073724	1074074	+	351	18	2	0	0	2	2	22
SAOUHSC_01118	NC_007795.1	1074500	1074745	+	246	57	8	0	36	14	0	32
SAOUHSC_01119	NC_007795.1	1074896	1075081	-	186	0	0	0	0	0	0	0
SAOUHSC_A01081	NC_007795.1	1075291	1075509	-	219	0	0	0	0	0	0	0
SAOUHSC_01120	NC_007795.1	1075703	1075936	-	234	6	0	0	0	6	0	2
SAOUHSC_01121	NC_007795.1	1076413	1077372	-	960	96	2	23	12	20	8	161
SAOUHSC_01122	NC_007795.1	1078045	1078191	+	147	0	0	0	0	0	0	0
SAOUHSC_01123	NC_007795.1	1078148	1078372	+	225	0	0	0	0	0	0	0
SAOUHSC_01124	NC_007795.1	1078816	1079532	-	717	6	2	0	0	1	7	47
SAOUHSC_01125	NC_007795.1	1079640	1080365	-	726	4	2	0	0	6	0	6
SAOUHSC_01127	NC_007795.1	1080460	1081185	-	726	5	3	0	2	6	11	8
SAOUHSC_01128	NC_007795.1	1081623	1082624	+	1002	2	0	18	0	1	2	6
SAOUHSC_01129	NC_007795.1	1082647	1083579	+	933	4	4	0	42	8	8	31
SAOUHSC_01130	NC_007795.1	1083817	1085307	+	1491	155	48	106	56	69	64	181
SAOUHSC_01131	NC_007795.1	1085615	1085842	+	228	1	0	0	1	0	0	0
SAOUHSC_01133	NC_007795.1	1086147	1087094	-	948	53	20	38	16	11	34	82
SAOUHSC_01134	NC_007795.1	1087343	1087531	+	189	0	0	0	0	0	0	0
SAOUHSC_T0006	NC_007795.1	1088006	1088079	-	74	9	0	0	0	0	0	0
SAOUHSC_01135	NC_007795.1	1088443	1088577	+	135	2	0	16	4	0	0	0
SAOUHSC_01136	NC_007795.1	1088634	1088768	+	135	0	0	3	2	2	0	2
SAOUHSC_01137	NC_007795.1	1088892	1089587	+	696	68	35	70	30	68	39	139
SAOUHSC_01138	NC_007795.1	1089696	1090136	-	441	232	68	229	121	199	150	779
SAOUHSC_01139	NC_007795.1	1090331	1090558	+	228	29	14	3	2	22	19	32
SAOUHSC_01141	NC_007795.1	1090750	1091952	+	1203	192	50	110	58	118	121	575
SAOUHSC_01142	NC_007795.1	1092096	1092527	+	432	1901	671	1913	1274	889	953	5877
SAOUHSC_01143	NC_007795.1	1092564	1093478	+	915	1257	466	1436	822	610	408	3055
SAOUHSC_01144	NC_007795.1	1093492	1093893	+	402	2	2	0	4	4	2	4
SAOUHSC_01145	NC_007795.1	1093874	1096108	+	2235	747	102	224	326	365	207	1083
SAOUHSC_01146	NC_007795.1	1096400	1097365	+	966	12	16	0	2	2	0	5
SAOUHSC_01147	NC_007795.1	1097367	1098716	+	1350	181	42	92	91	37	82	269
SAOUHSC_01148	NC_007795.1	1098732	1100051	+	1320	197	50	412	157	161	132	644
SAOUHSC_01149	NC_007795.1	1100157	1101569	+	1413	1032	400	1610	429	598	485	1666
SAOUHSC_01150	NC_007795.1	1101602	1102774	+	1173	1518	164	460	493	669	444	1724
SAOUHSC_01152	NC_007795.1	1103160	1103825	+	666	246	40	24	50	82	96	74
SAOUHSC_01153	NC_007795.1	1103849	1104517	+	669	955	1069	1424	356	976	909	1745
SAOUHSC_01154	NC_007795.1	1104514	1105077	+	564	762	321	423	236	408	429	1249
SAOUHSC_01155	NC_007795.1	1105089	1105379	+	291	20	23	49	14	31	42	83
SAOUHSC_01156	NC_007795.1	1105462	1106268	+	807	18	0	1	0	0	2	8
SAOUHSC_01158	NC_007795.1	1106292	1106909	+	618	1084	80	8	1053	646	76	505
SAOUHSC_01159	NC_007795.1	1107130	1109883	+	2754	130	49	96	139	75	88	179
SAOUHSC_01160	NC_007795.1	1110173	1110970	+	798	7	14	4	12	0	4	20
SAOUHSC_01162	NC_007795.1	1111794	1112285	+	492	9	0	26	4	0	6	11
SAOUHSC_01163	NC_007795.1	1112285	1113202	+	918	390	90	135	211	289	307	305
SAOUHSC_01164	NC_007795.1	1113602	1114129	+	528	22	0	0	0	18	0	20
SAOUHSC_01165	NC_007795.1	1114347	1115654	+	1308	6	8	8	10	83	8	38
SAOUHSC_01166	NC_007795.1	1115682	1116563	+	882	2	1	34	31	58	19	6
SAOUHSC_01168	NC_007795.1	1116581	1117855	+	1275	16	4	8	58	121	5	114
SAOUHSC_01169	NC_007795.1	1117857	1118957	+	1101	26	14	58	22	191	10	100
SAOUHSC_01170	NC_007795.1	1118950	1122123	+	3174	90	12	50	57	234	15	174
SAOUHSC_01171	NC_007795.1	1122233	1122925	+	693	29	6	0	4	60	15	4
SAOUHSC_01172	NC_007795.1	1122925	1123536	+	612	14	6	13	2	48	16	5
SAOUHSC_01173	NC_007795.1	1123566	1123778	+	213	2	4	0	0	0	0	0
SAOUHSC_01174	NC_007795.1	1124215	1124616	+	402	53	4	10	8	8	8	331
SAOUHSC_01175	NC_007795.1	1124879	1126576	-	1698	188	40	86	22	62	67	409
SAOUHSC_01176	NC_007795.1	1126851	1127474	+	624	6	0	9	2	18	4	47
SAOUHSC_01177	NC_007795.1	1127474	1127692	+	219	9	15	9	6	5	8	22
SAOUHSC_01178	NC_007795.1	1127908	1129107	+	1200	81	1	129	84	74	90	300
SAOUHSC_01179	NC_007795.1	1129107	1131515	+	2409	522	210	656	632	666	315	593
SAOUHSC_01180	NC_007795.1	1132021	1132974	+	954	32	2	0	1	0	2	10
SAOUHSC_01181	NC_007795.1	1133137	1133415	-	279	78	72	2	72	30	0	33
SAOUHSC_01182	NC_007795.1	1133639	1134127	+	489	0	0	56	0	4	10	30
SAOUHSC_01183	NC_007795.1	1134120	1135055	+	936	10	12	20	40	55	44	48
SAOUHSC_01184	NC_007795.1	1135052	1136359	+	1308	106	31	85	86	84	97	318
SAOUHSC_01185	NC_007795.1	1136362	1137456	+	1095	48	42	24	49	34	64	144
SAOUHSC_01186	NC_007795.1	1137463	1138206	+	744	46	27	87	22	38	49	74
SAOUHSC_01187	NC_007795.1	1138203	1140197	+	1995	245	24	62	110	138	109	148
SAOUHSC_01188	NC_007795.1	1140425	1141300	+	876	91	42	38	24	40	41	147
SAOUHSC_01189	NC_007795.1	1141301	1141945	+	645	98	28	100	26	86	160	315
SAOUHSC_01190	NC_007795.1	1141952	1142593	+	642	36	36	82	20	40	76	167
SAOUHSC_01191	NC_007795.1	1142974	1143162	-	189	1244	190	318	2096	796	796	5743
SAOUHSC_01192	NC_007795.1	1143605	1143979	+	375	54	10	112	12	42	63	348
SAOUHSC_01193	NC_007795.1	1143994	1145640	+	1647	53	24	156	28	75	34	293
SAOUHSC_01194	NC_007795.1	1145830	1147890	+	2061	387	142	488	125	281	243	1035
SAOUHSC_01196	NC_007795.1	1148093	1148665	+	573	140	70	173	57	100	138	138
SAOUHSC_01197	NC_007795.1	1148670	1149656	+	987	580	112	250	231	420	457	995
SAOUHSC_01198	NC_007795.1	1149649	1150575	+	927	809	121	154	327	521	402	763
SAOUHSC_01199	NC_007795.1	1150568	1151302	+	735	1031	198	327	449	796	849	765
SAOUHSC_01200	NC_007795.1	1151425	1151523	-	99	6	5	32	17	35	0	200
SAOUHSC_01201	NC_007795.1	1151545	1151778	+	234	4	4	0	8	6	3	18
SAOUHSC_01203	NC_007795.1	1151894	1152625	+	732	3	0	0	1	6	4	3
SAOUHSC_01204	NC_007795.1	1152772	1156338	+	3567	152	18	92	37	77	88	181
SAOUHSC_01205	NC_007795.1	1156338	1157588	+	1251	149	159	76	330	310	110	119
SAOUHSC_01206	NC_007795.1	1157575	1157907	+	333	38	24	0	24	17	8	18
SAOUHSC_01207	NC_007795.1	1157933	1159300	+	1368	2147	380	1011	956	1207	1522	2799
SAOUHSC_01208	NC_007795.1	1159735	1160010	+	276	7	0	2	6	6	6	40
SAOUHSC_01209	NC_007795.1	1160198	1160701	+	504	4	19	27	0	4	45	12
SAOUHSC_01210	NC_007795.1	1160701	1161438	+	738	80	32	86	46	26	77	104
SAOUHSC_01211	NC_007795.1	1161541	1161891	+	351	175	8	88	48	29	30	166
SAOUHSC_01213	NC_007795.1	1162135	1164741	-	2607	283	98	383	61	119	179	234
SAOUHSC_01214	NC_007795.1	1165142	1166026	+	885	12	0	20	2	6	2	7
SAOUHSC_01215	NC_007795.1	1166010	1166777	+	768	87	8	123	30	26	78	120
SAOUHSC_01216	NC_007795.1	1166886	1168052	+	1167	11381	2610	4125	21598	8480	8571	16942
SAOUHSC_01218	NC_007795.1	1168074	1168982	+	909	2265	275	1394	1706	887	1358	3266
SAOUHSC_01219	NC_007795.1	1169209	1170327	+	1119	0	0	0	0	4	2	0
SAOUHSC_01220	NC_007795.1	1170355	1171599	+	1245	0	0	0	0	0	2	0
SAOUHSC_01221	NC_007795.1	1171904	1172644	+	741	4	1	47	0	4	0	2
SAOUHSC_01222	NC_007795.1	1172818	1174893	+	2076	344	17	117	97	108	79	416
SAOUHSC_01223	NC_007795.1	1175049	1176356	+	1308	159	26	58	92	108	200	464
SAOUHSC_01224	NC_007795.1	1176773	1177669	+	897	147	70	227	159	127	123	521
SAOUHSC_01225	NC_007795.1	1177666	1178211	+	546	551	25	118	112	182	376	596
SAOUHSC_01226	NC_007795.1	1178277	1179680	+	1404	1991	1354	3874	2070	2093	1363	6754
SAOUHSC_01228	NC_007795.1	1179705	1180478	+	774	126	88	110	101	129	35	195
SAOUHSC_01230	NC_007795.1	1180529	1180621	+	93	24	0	35	1	14	3	67
SAOUHSC_01233	NC_007795.1	1181622	1181735	+	114	35	4	3	0	2	16	63
SAOUHSC_01234	NC_007795.1	1181770	1182651	+	882	354	78	495	111	162	1133	549
SAOUHSC_01235	NC_007795.1	1182788	1183510	+	723	60	10	58	60	54	14	68
SAOUHSC_01236	NC_007795.1	1183529	1184083	+	555	44	1	15	8	18	18	78
SAOUHSC_01237	NC_007795.1	1184456	1185226	+	771	28	8	24	13	16	11	45
SAOUHSC_01238	NC_007795.1	1185233	1186015	+	783	23	4	9	29	13	14	86
SAOUHSC_01239	NC_007795.1	1186354	1187538	+	1185	132	0	88	112	54	135	320
SAOUHSC_01240	NC_007795.1	1187558	1189261	+	1704	220	32	479	109	109	159	992
SAOUHSC_01241	NC_007795.1	1189525	1193835	+	4311	1608	364	869	582	964	956	4718
SAOUHSC_01242	NC_007795.1	1194125	1194592	+	468	27	2	26	26	26	10	79
SAOUHSC_01243	NC_007795.1	1194613	1195788	+	1176	519	97	292	244	406	126	573
SAOUHSC_01244	NC_007795.1	1195809	1196093	+	285	169	25	78	112	124	53	301
SAOUHSC_01245	NC_007795.1	1196090	1196407	+	318	77	9	30	57	79	31	182
SAOUHSC_01246	NC_007795.1	1196412	1198529	+	2118	2918	723	812	1721	2574	1321	3339
SAOUHSC_01247	NC_007795.1	1198915	1199265	+	351	24	1	16	0	2	3	0
SAOUHSC_01248	NC_007795.1	1199434	1200351	+	918	1	0	0	0	0	5	6
SAOUHSC_01249	NC_007795.1	1200366	1201337	+	972	49	47	139	83	92	25	461
SAOUHSC_01250	NC_007795.1	1201452	1201721	+	270	178	47	58	382	114	35	1012
SAOUHSC_01251	NC_007795.1	1202091	1204187	+	2097	656	236	247	1456	1065	146	3036
SAOUHSC_01252	NC_007795.1	1204525	1206096	+	1572	719	319	792	519	497	820	2028
SAOUHSC_01253	NC_007795.1	1206478	1208721	+	2244	1235	403	538	1037	914	601	1665
SAOUHSC_01254	NC_007795.1	1208726	1209439	+	714	35	29	41	11	16	21	36
SAOUHSC_01255	NC_007795.1	1209470	1210735	+	1266	17	5	6	7	13	16	11
SAOUHSC_01256	NC_007795.1	1210735	1212021	+	1287	54	8	22	2	22	35	58
SAOUHSC_01257	NC_007795.1	1212021	1212725	+	705	143	36	83	17	32	29	51
SAOUHSC_01258	NC_007795.1	1212830	1213657	+	828	790	284	60	560	529	742	547
SAOUHSC_01259	NC_007795.1	1213676	1214068	+	393	7	0	29	0	2	6	64
SAOUHSC_01260	NC_007795.1	1214102	1214680	+	579	44	14	23	16	2	4	55
SAOUHSC_01261	NC_007795.1	1214907	1216058	+	1152	133	25	129	54	98	96	246
SAOUHSC_01262	NC_007795.1	1216223	1217266	+	1044	2596	524	4193	830	1036	511	3992
SAOUHSC_01263	NC_007795.1	1217620	1219179	+	1560	20086	3698	4358	9822	10860	7784	31743
SAOUHSC_01264	NC_007795.1	1219476	1219691	-	216	2	0	6	0	0	0	6
SAOUHSC_01265	NC_007795.1	1219865	1220662	+	798	0	0	0	0	0	0	8
SAOUHSC_01266	NC_007795.1	1220802	1222562	+	1761	321	49	81	263	261	185	930
SAOUHSC_01267	NC_007795.1	1222563	1223429	+	867	122	16	23	54	50	42	307
SAOUHSC_01268	NC_007795.1	1223523	1223816	+	294	0	0	6	0	0	6	3
SAOUHSC_01269	NC_007795.1	1223950	1225494	+	1545	35	49	50	36	32	38	75
SAOUHSC_01270	NC_007795.1	1225495	1225860	+	366	5	0	16	9	5	10	11
SAOUHSC_01271	NC_007795.1	1225887	1226378	+	492	34	1	50	14	28	30	16
SAOUHSC_01272	NC_007795.1	1226777	1229299	+	2523	67	10	30	16	54	20	100
SAOUHSC_01273	NC_007795.1	1229312	1231321	+	2010	3	0	17	2	8	1	4
SAOUHSC_01274	NC_007795.1	1231327	1231869	+	543	2	0	2	4	0	0	0
SAOUHSC_01275	NC_007795.1	1232334	1233152	+	819	168	27	46	85	126	34	197
SAOUHSC_01276	NC_007795.1	1233281	1234777	+	1497	98	1	33	34	29	30	46
SAOUHSC_01278	NC_007795.1	1234935	1236608	+	1674	2503	296	774	571	1610	832	3514
SAOUHSC_01279	NC_007795.1	1236758	1237672	+	915	0	1	1	0	0	14	4
SAOUHSC_01280	NC_007795.1	1237690	1238625	+	936	55	2	16	5	23	23	78
SAOUHSC_01281	NC_007795.1	1238640	1238873	+	234	14	10	0	6	12	13	37
SAOUHSC_01282	NC_007795.1	1239095	1239571	-	477	0	0	6	26	48	26	42
SAOUHSC_01283	NC_007795.1	1239683	1240921	+	1239	17	7	3	13	17	5	92
SAOUHSC_01284	NC_007795.1	1240940	1242178	+	1239	120	96	110	36	84	54	482
SAOUHSC_01285	NC_007795.1	1242421	1242789	+	369	213	18	153	44	85	68	456
SAOUHSC_01287	NC_007795.1	1242808	1244148	+	1341	1706	679	1429	452	818	1212	5070
SAOUHSC_01288	NC_007795.1	1244641	1244838	+	198	0	0	7	0	0	0	0
SAOUHSC_01289	NC_007795.1	1245527	1245751	+	225	4	0	0	0	0	0	0
SAOUHSC_01290	NC_007795.1	1246045	1246251	+	207	0	0	0	0	0	0	0
SAOUHSC_01291	NC_007795.1	1246952	1247062	+	111	0	0	0	0	0	0	0
SAOUHSC_01292	NC_007795.1	1247490	1247675	+	186	0	0	0	0	0	0	0
SAOUHSC_01293	NC_007795.1	1248187	1248291	+	105	0	0	0	0	0	0	0
SAOUHSC_01294	NC_007795.1	1248246	1248419	+	174	0	0	0	0	0	0	0
SAOUHSC_01295	NC_007795.1	1248420	1248671	+	252	0	0	0	0	0	0	0
SAOUHSC_01296	NC_007795.1	1248717	1249301	+	585	0	0	0	0	0	1	0
SAOUHSC_01297	NC_007795.1	1249422	1249670	+	249	0	0	0	0	0	0	0
SAOUHSC_01298	NC_007795.1	1249705	1249827	+	123	0	0	0	0	0	0	0
SAOUHSC_01299	NC_007795.1	1249800	1249901	+	102	0	0	0	0	0	0	0
SAOUHSC_01300	NC_007795.1	1249947	1250213	+	267	0	0	0	0	0	0	0
SAOUHSC_01301	NC_007795.1	1250210	1250347	+	138	0	0	0	0	0	0	0
SAOUHSC_01304	NC_007795.1	1251076	1251270	+	195	1	0	0	0	0	0	0
SAOUHSC_01305	NC_007795.1	1251320	1251661	+	342	1	0	0	0	0	0	0
SAOUHSC_01306	NC_007795.1	1251668	1251859	+	192	0	0	0	0	0	0	0
SAOUHSC_01307	NC_007795.1	1252408	1253433	-	1026	6	0	6	0	5	10	11
SAOUHSC_1307a	NC_007795.1	1253703	1253900	+	198	1	0	0	0	1	0	0
SAOUHSC_01310	NC_007795.1	1253958	1255439	+	1482	119	28	1	126	70	66	42
SAOUHSC_01311	NC_007795.1	1255614	1256522	+	909	0	2	0	1	2	1	3
SAOUHSC_01312	NC_007795.1	1256491	1257222	+	732	0	0	9	0	0	0	11
SAOUHSC_01313	NC_007795.1	1257226	1258317	+	1092	22	4	0	0	12	24	0
SAOUHSC_01314	NC_007795.1	1258314	1258916	+	603	32	16	2	0	2	4	3
SAOUHSC_01315	NC_007795.1	1259029	1259217	-	189	4	0	2	0	0	0	6
SAOUHSC_01316	NC_007795.1	1259356	1259889	+	534	7	0	2	0	2	0	9
SAOUHSC_01317	NC_007795.1	1260032	1260886	-	855	86	22	64	10	44	46	141
SAOUHSC_01318	NC_007795.1	1261217	1261792	+	576	1	0	10	0	10	6	5
SAOUHSC_01319	NC_007795.1	1261846	1263228	-	1383	30	13	44	6	40	25	131
SAOUHSC_01320	NC_007795.1	1263419	1264699	+	1281	228	50	246	14	83	182	390
SAOUHSC_01321	NC_007795.1	1264705	1265766	+	1062	854	141	546	296	437	589	1911
SAOUHSC_01322	NC_007795.1	1265768	1266682	+	915	1142	189	833	698	867	758	2112
SAOUHSC_01323	NC_007795.1	1266740	1267543	+	804	69	48	158	38	47	158	128
SAOUHSC_01324	NC_007795.1	1267836	1268150	-	315	1	0	0	0	0	0	15
SAOUHSC_01325	NC_007795.1	1268125	1268229	-	105	2	2	0	0	2	0	0
SAOUHSC_01326	NC_007795.1	1268368	1269822	-	1455	907	35	144	39	66	630	2071
SAOUHSC_01327	NC_007795.1	1270122	1271543	+	1422	3279	740	1797	1564	2964	3004	9081
SAOUHSC_01328	NC_007795.1	1271634	1271783	+	150	186	8	59	157	123	209	671
SAOUHSC_01329	NC_007795.1	1272237	1272506	+	270	0	10	1	2	4	1	8
SAOUHSC_01330	NC_007795.1	1272663	1273640	+	978	120	48	65	0	9	150	87
SAOUHSC_01331	NC_007795.1	1273637	1273741	-	105	3	35	49	0	1	19	16
SAOUHSC_01332	NC_007795.1	1273815	1274678	+	864	59	31	40	1	33	81	68
SAOUHSC_01333	NC_007795.1	1275058	1275681	-	624	3148	1758	1210	1995	664	872	2999
SAOUHSC_01334	NC_007795.1	1275824	1276057	+	234	0	0	0	0	1	0	1
SAOUHSC_01336	NC_007795.1	1276193	1276432	+	240	4	0	11	0	2	3	0
SAOUHSC_01337	NC_007795.1	1276664	1278541	+	1878	5691	1306	2820	6696	3615	2424	13179
SAOUHSC_01338	NC_007795.1	1278774	1279061	+	288	21	7	36	121	41	17	25
SAOUHSC_01339	NC_007795.1	1279048	1279146	+	99	0	0	1	1	1	0	0
SAOUHSC_01340	NC_007795.1	1279279	1279707	+	429	180	8	39	139	111	70	104
SAOUHSC_01341	NC_007795.1	1279831	1280952	+	1122	24	0	0	22	12	8	66
SAOUHSC_1342a	NC_007795.1	1284057	1284419	-	363	8	2	0	0	6	6	0
SAOUHSC_01346	NC_007795.1	1284623	1286269	+	1647	203	90	397	284	143	156	810
SAOUHSC_01347	NC_007795.1	1287161	1289866	+	2706	35424	12004	18999	15185	26299	18656	51700
SAOUHSC_01348	NC_007795.1	1290046	1290513	+	468	205	77	61	48	202	97	144
SAOUHSC_01349	NC_007795.1	1290720	1291016	-	297	239	66	46	129	135	54	287
SAOUHSC_01350	NC_007795.1	1291392	1292000	-	609	48	16	120	38	25	16	225
SAOUHSC_01351	NC_007795.1	1292206	1294197	+	1992	382	98	52	78	216	205	463
SAOUHSC_01352	NC_007795.1	1294197	1296599	+	2403	344	182	210	128	205	188	482
SAOUHSC_01353	NC_007795.1	1296727	1296825	-	99	0	0	4	0	0	0	13
SAOUHSC_01354	NC_007795.1	1296849	1298309	+	1461	243	34	76	72	96	80	217
SAOUHSC_01356	NC_007795.1	1298809	1299660	+	852	12	0	8	0	8	6	7
SAOUHSC_01357	NC_007795.1	1299635	1299802	+	168	11	2	17	0	6	8	12
SAOUHSC_01358	NC_007795.1	1299795	1301003	+	1209	432	616	1582	310	545	358	998
SAOUHSC_01359	NC_007795.1	1301484	1304006	+	2523	1897	1711	219	437	1624	2144	1191
SAOUHSC_01360	NC_007795.1	1304209	1304718	-	510	18	15	5	26	12	8	84
SAOUHSC_01361	NC_007795.1	1304855	1305838	+	984	96	0	14	10	23	13	85
SAOUHSC_01362	NC_007795.1	1305926	1306111	-	186	12	0	0	0	0	2	0
